Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1038,0,69,78.2924251445102,57.407800000191855,235.28190000001814,84231.0,3.160831804108293,0.0,69,75,81,87,100,130,160,180,230,240,240
,Aggregated,1038,0,69,78.2924251445102,57.407800000191855,235.28190000001814,84231.0,3.160831804108293,0.0,69,75,81,87,100,130,160,180,230,240,240
