Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,843,0,570.0,565.4845607366461,43.39499998604879,3477.180399990175,12217.873072360617,2.795790658437298,0.0,570,610,640,660,700,750,820,870,3500,3500,3500
,Aggregated,843,0,570.0,565.4845607366461,43.39499998604879,3477.180399990175,12217.873072360617,2.795790658437298,0.0,570,610,640,660,700,750,820,870,3500,3500,3500
