Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8634,419,570.0,1246.0670949613748,3.9705999661237,9154.348799958825,10731.545633541811,31.58924219332405,1.5329965808434998,570,740,930,1200,4500,6200,7000,7500,8500,9200,9200
,Aggregated,8634,419,570.0,1246.0670949613748,3.9705999661237,9154.348799958825,10731.545633541811,31.58924219332405,1.5329965808434998,570,740,930,1200,4500,6200,7000,7500,8500,9200,9200
