Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,32819,1507,460.0,4714.4990307598,2.3551000049337745,493453.6173000233,80163.83387671775,37.19610391061489,1.7079901457477873,460,920,1400,1800,3300,30000,30000,30000,469000,490000,493000
,Aggregated,32819,1507,460.0,4714.4990307598,2.3551000049337745,493453.6173000233,80163.83387671775,37.19610391061489,1.7079901457477873,460,920,1400,1800,3300,30000,30000,30000,469000,490000,493000
